Tipo de item,Chave da item,ID da item,Resumo,Pai,Chave pai,Parent summary,Status,Campo personalizado (Start date),Resolvido,Responsável,ID do responsável,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Campo personalizado (Data final)
Tarefa,POS-3402,92206,SMB - Casa Santiago - Identificação de contatos cadastrados via plugin de E-mail Marketing - Tray,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,09/fev/26 3:00 PM,,,Sprint 33,,,,,,,,
Problema,POS-3392,91802,ID 15555 | Workflow baseado em lista (Automatizador) com erro no Automatizador,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,09/fev/26 3:09 PM,Sávio,5bbfb807412ef82f09606a29,Sprint 33,,,,,,,,
Problema,POS-3395,91872,Disparo BTG | Definição de Tempo de disparo,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,09/fev/26 3:14 PM,Ricardo Barretto,5bc4ae2d49bd18289a64f694,Sprint 33,,,,,,,,
Tarefa,POS-3403,92207,SMB - Pretty Ballerinas Brasil - Erro Gerar Email MKT- Tray,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,09/fev/26 3:14 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 33,,,,,,,,
Tarefa,POS-3427,92639,FRONT: Nova API do Meta,,,,CANCELADO,,09/fev/26 4:52 PM,,,,,,,,,,,
Tarefa,POS-3406,92210,SMB - Outlet Center BR - Não consegue contratar plano especial de envios - Tray,93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,,10/fev/26 10:03 AM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 33,Sprint 34,,,,,,,
Dúvida,POS-3421,92357,Balaroti | Solicitação de agenda,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,10/fev/26 10:03 AM,,,Sprint 33,Sprint 34,,,,,,,
Subtarefa,POS-3449,92790,Alterar projeto synapse-message-event-worker para atualizar customerConfiguredApi nos envios ,89125,POS-3254,8.BACK: Nova API do Meta,Concluído,,10/fev/26 12:25 PM,Sávio,5bbfb807412ef82f09606a29,Sprint 33,Sprint 34,Sprint 35,,,,,,
História,POS-3329,90472,SMB [Delivery direto] Pizzaria Sabores de São Paulo - vinculação manual,93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,27/jan/26 12:00 AM,10/fev/26 2:02 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 33,Sprint 34,,,,,,,
Problema,POS-3450,92823,Webpush Comportamental,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,11/fev/26 10:06 AM,Ricardo Barretto,5bc4ae2d49bd18289a64f694,Sprint 34,,,,,,,,
Problema,POS-3446,92690,Re: Relatorio App Push - Moovpay,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,11/fev/26 10:20 AM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 34,,,,,,,,
Tarefa,POS-3414,92218,ABTD - Erro ao subir lista - Acontece frequente,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,11/fev/26 2:48 PM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 33,Sprint 34,,,,,,,
Tarefa,POS-3259,89163,11.BACK: Envio de teste de WhatsApp,101390,POS-3888,2.0 Campanhas,Concluído,,11/fev/26 4:29 PM,Ricardo Barretto,5bc4ae2d49bd18289a64f694,Sprint 33,Sprint 34,,,,,,,
Subtarefa,POS-3466,93291,Alterar a chamada para `auth.php` para ocorrer após confirmação de contratação e autorização,93225,POS-3464,2.[SMB] Ajuste no fluxo de contratação Tray,Concluído,,11/fev/26 4:44 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 34,Sprint 35,,,,,,,
Subtarefa,POS-3467,93292,Testar o novo fluxo de contratação e instalação do aplicativo Tray,93225,POS-3464,2.[SMB] Ajuste no fluxo de contratação Tray,Concluído,,11/fev/26 4:45 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 34,Sprint 35,,,,,,,
Subtarefa,POS-3473,93493,Criar rotas auxiliares para contemplar o novo fluxo,93225,POS-3464,2.[SMB] Ajuste no fluxo de contratação Tray,Concluído,,11/fev/26 4:45 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 34,Sprint 35,,,,,,,
Solicitação de serviço,POS-3458,93058,Entrada em segmentação - Dados do BTG,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,11/fev/26 5:36 PM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 34,,,,,,,,
Subtarefa,POS-3469,93360,Atualizar rotas com os nomes das view,90268,POS-3301,10.[BACK] Integração GA4 - Uso de dados para relatórios,Concluído,,12/fev/26 10:30 AM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 33,Sprint 34,,,,,,,
Tarefa,POS-3301,90268,10.[BACK] Integração GA4 - Uso de dados para relatórios,101391,POS-3889,2.0 Dados e Relatórios,Concluído,,12/fev/26 10:31 AM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 33,Sprint 34,,,,,,,
Subtarefa,POS-3479,93833,criar tabelas,92139,POS-3401,[SMB] Injetar créditos remanescentes e ligar fluxo de créditos,Concluído,,12/fev/26 2:59 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 33,Sprint 34,Sprint 35,,,,,,
Problema,POS-3354,90887,Horizon Play | Regra de Fidelidade disparando em excesso,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,12/fev/26 4:20 PM,Ricardo Barretto,5bc4ae2d49bd18289a64f694,Sprint 33,,,,,,,,
Tarefa,POS-3452,92857,[SMB - Delivery direto] Delicitá Sorveteria Cafeteria,93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,,13/fev/26 9:36 AM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,,,,,,,,
Tarefa,POS-3451,92856,[SMB - Delivery direto] Walmê Confeitaria,93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,,13/fev/26 9:37 AM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,,,,,,,,
Problema,POS-3396,91905,Tupan | WebPush Comportamental,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,13/fev/26 10:05 AM,Ricardo Barretto,5bc4ae2d49bd18289a64f694,Sprint 33,Sprint 34,,,,,,,
Subtarefa,FRONT-41,93841,Ícones muito colados (gestão de listas),93829,FRONT-28,3. Ajustes pós validação,Concluído,,13/fev/26 2:22 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,Sprint 35,Sprint 36,,,,,,
Subtarefa,FRONT-42,93843,Ajustar front de acordo com o protótipo (gestão de listas > ver detalhes),93829,FRONT-28,3. Ajustes pós validação,Concluído,,13/fev/26 3:08 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,Sprint 35,Sprint 36,,,,,,
Subtarefa,FRONT-50,93859,Padronização do card “Performance por Canal”,93829,FRONT-28,3. Ajustes pós validação,Concluído,,13/fev/26 3:14 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,Sprint 35,Sprint 36,,,,,,
Subtarefa,FRONT-61,94045,Bug: na criação do template,93829,FRONT-28,3. Ajustes pós validação,Concluído,,13/fev/26 3:54 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,Sprint 35,Sprint 36,,,,,,
Problema,POS-3448,92756,duvidas de webpush  - emoji e origem ,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,18/fev/26 2:05 PM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 34,,,,,,,,
Subtarefa,FRONT-43,93845,Ajustar front de acordo com o protótipo (Remover contatos da Lista),93829,FRONT-28,3. Ajustes pós validação,Concluído,,18/fev/26 2:23 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,Sprint 35,Sprint 36,,,,,,
Subtarefa,FRONT-63,94050,Tamanho da tipografia desproporcional na criação de template WhatsApp,93829,FRONT-28,3. Ajustes pós validação,Concluído,,18/fev/26 2:28 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,Sprint 35,Sprint 36,,,,,,
Subtarefa,FRONT-56,93872,Nome do template não exibido na aba “Detalhes da Campanha” - BACK + FRONT,93829,FRONT-28,3. Ajustes pós validação,Concluído,,18/fev/26 2:37 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,Sprint 35,Sprint 36,,,,,,
Subtarefa,FRONT-54,93868,Bug: Botão “Editar” redirecionando para tela incorreta,93829,FRONT-28,3. Ajustes pós validação,Concluído,,18/fev/26 2:40 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,Sprint 35,Sprint 36,,,,,,
Tarefa,POS-3422,92456,SMB - LilyBliss - Mercado Natural - Problema no disparo de e-mails da campanha - Tray,93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,,18/fev/26 2:55 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 33,Sprint 34,,,,,,,
Tarefa,POS-3398,92072,SMB - Mundoware - Teste não está sendo disparado - Tray,93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,,18/fev/26 2:55 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 33,Sprint 34,,,,,,,
Tarefa,POS-3407,92211,SMB - Cosmed Bronze Distribuidora - Campanhas E-mail marketing não disparadas - Tray,93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,,18/fev/26 2:56 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 33,Sprint 34,,,,,,,
Tarefa,POS-3408,92212,SMB - Sportfan - E-mails de testes do e-mail marketing não sendo enviado - Tray,93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,,18/fev/26 2:56 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 33,Sprint 34,,,,,,,
Tarefa,POS-3409,92213,SMB - Hálito Saudável - Base de e-mails de clientes caiu bruscamente - Tray,93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,,18/fev/26 2:57 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 33,Sprint 34,,,,,,,
Tarefa,POS-3411,92215,SMB - Arte & Tear - Problema no envio de e-mails Marketing - Tray,93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,,18/fev/26 2:58 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 33,Sprint 34,,,,,,,
Tarefa,POS-3412,92216,SMB - HMulti - E-mail teste não sendo disparado - Tray,93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,,18/fev/26 3:00 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 33,Sprint 34,,,,,,,
Tarefa,POS-3413,92217,SMB - Cosmed Bronze Distribuidora - Problema em campanhas de e-mail - Tray,93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,,18/fev/26 3:00 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 33,Sprint 34,,,,,,,
Subtarefa,FRONT-52,93863,Exibição incorreta do template na tela de confirmação de campanha,93829,FRONT-28,3. Ajustes pós validação,Concluído,,18/fev/26 3:00 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,Sprint 35,Sprint 36,,,,,,
Subtarefa,POS-3481,93837,injetar valores,92139,POS-3401,[SMB] Injetar créditos remanescentes e ligar fluxo de créditos,Concluído,,18/fev/26 3:28 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 33,Sprint 34,Sprint 35,,,,,,
Subtarefa,POS-3480,93835,criar sql functions,92139,POS-3401,[SMB] Injetar créditos remanescentes e ligar fluxo de créditos,Concluído,,18/fev/26 3:28 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 33,Sprint 34,Sprint 35,,,,,,
Subtarefa,FRONT-64,94150,Erro inesperado ao criar template de whatsapp,93829,FRONT-28,3. Ajustes pós validação,Concluído,,18/fev/26 3:34 PM,Ricardo Barretto,5bc4ae2d49bd18289a64f694,Sprint 34,Sprint 35,Sprint 36,,,,,,
Subtarefa,FRONT-45,93849,Ajustar Outline dos botões de exclusão na visão do cliente,93829,FRONT-28,3. Ajustes pós validação,Concluído,,18/fev/26 3:35 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,Sprint 35,Sprint 36,,,,,,
Subtarefa,FRONT-51,93861,Alterar fundo de todos os campos de input para branco,93829,FRONT-28,3. Ajustes pós validação,Concluído,,18/fev/26 5:04 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,Sprint 35,Sprint 36,,,,,,
Tarefa,POS-3423,92523,13.[FRONT] Atualização do sidebar,102396,POS-3966,2.0 Setup inicial,Concluído,,18/fev/26 5:32 PM,Renato Novaes,60a4007747ba02006f2460fd,Sprint 33,Sprint 34,,,,,,,
Tarefa,POS-3311,90345,6. FRONT: Possibilitar Repique de e-mail e WhatsAPP,101390,POS-3888,2.0 Campanhas,Concluído,,18/fev/26 5:33 PM,Wesley Ferreira,614091b449f7bd00689bcda2,Sprint 34,,,,,,,,
Bug,POS-3344,90692,9.FRONT: Ajuste de status/ações na tela de Studio,101408,POS-3894,2.0 Studio,Concluído,,18/fev/26 5:35 PM,Renato Novaes,60a4007747ba02006f2460fd,Sprint 33,Sprint 34,,,,,,,
Problema,POS-3472,93459,Optout não está funcionando,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,18/fev/26 5:41 PM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 34,,,,,,,,
Tarefa,POS-3313,90347,"3.FRONT: Melhorias na Gestão de Listas: Ações por Status, Arquivamento e Fluxos de Exclusão",102397,POS-3967,2.0 Listas,Concluído,,18/fev/26 5:50 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 33,Sprint 34,,,,,,,
Problema,POS-3496,93866,ID 9848 | KALUNGA | Erro ou impedimento de salvar a campanha ao editar (Inclusive em Agendadas),73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,19/fev/26 10:11 AM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 34,,,,,,,,
Solicitação de serviço,POS-3509,94152,Ajuste Tag Cart | Adição de evento Commerce  / LP Beauty,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,19/fev/26 11:26 AM,Anderson Silva,624c8d33ed4d6b007016e305,Sprint 34,,,,,,,,
Tarefa,POS-3255,89126,6.BACK: Possibilitar Repique de e-mail e WhatsAPP,101390,POS-3888,2.0 Campanhas,Concluído,,19/fev/26 3:29 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 33,Sprint 34,,,,,,,
Tarefa,POS-3303,90303,23.FRONT: Nao permitir a criação de templates com nome duplicado,101408,POS-3894,2.0 Studio,Concluído,,19/fev/26 3:29 PM,Thiago Vilasboas,609e78d197f3d40070deda34,Sprint 34,,,,,,,,
Tarefa,POS-3275,89595,1.BACK/FRONT: Seleção de Conta após Login,102396,POS-3966,2.0 Setup inicial,Concluído,,19/fev/26 3:42 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 33,Sprint 34,,,,,,,
Tarefa,POS-3265,89235,12.BACK: Discovery para viabilizar o Segmentador,101388,POS-3886,2.0 Segmentador,Concluído,,19/fev/26 4:26 PM,Bárbara Auguste Fernandes Meirelles,712020:8f547731-dc4d-407c-a6b5-bea39b910335,Sprint 33,Sprint 34,,,,,,,
Subtarefa,FRONT-57,93874,Bug: Inconsistência de status e dados ao visualizar campanha agendada - BACK + FRONT,93829,FRONT-28,3. Ajustes pós validação,Concluído,,19/fev/26 5:27 PM,Sávio,5bbfb807412ef82f09606a29,Sprint 34,Sprint 35,Sprint 36,,,,,,
Subtarefa,POS-3523,94347,Integrar protótipo da landing page informativa ao frontend,92324,POS-3420,4. BACK/FRONT: landing Page de integração com o Commerce,Concluído,,19/fev/26 5:37 PM,Thiago Vilasboas,609e78d197f3d40070deda34,Sprint 34,Sprint 35,,,,,,,
Tarefa,POS-3475,93559,[SMB - Bagy] 65727 Distribuidora Eroticpoint - envio automático de e-mail,93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,,19/fev/26 6:46 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 34,,,,,,,,
Subtarefa,POS-3520,94341,Exibir página informativa para usuários sem acesso ao Experience,92324,POS-3420,4. BACK/FRONT: landing Page de integração com o Commerce,Concluído,,20/fev/26 10:14 AM,Thiago Vilasboas,609e78d197f3d40070deda34,Sprint 34,Sprint 35,,,,,,,
Solicitação de serviço,POS-3503,93911,BUG edição de multiplos emails,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,20/fev/26 10:22 AM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 34,,,,,,,,
Solicitação de serviço,POS-3510,94153,Problema ao subir lista para SMS | Sonda Supermercados - 6209,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,20/fev/26 10:23 AM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 34,,,,,,,,
Problema,POS-3463,93192,Uhuu |  Lista uhuu_geral_por_evento,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,20/fev/26 10:23 AM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 34,,,,,,,,
Solicitação de serviço,POS-3476,93592,ID 50639 | COLEMAN | Usuário sem acesso a plataforma - mesmo com o reset de senha | ,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,20/fev/26 10:33 AM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 34,,,,,,,,
Problema,POS-3540,94605,Mundo Verde ID 50684 | Matriz RFV,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,20/fev/26 12:29 PM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 34,,,,,,,,
Subtarefa,FRONT-62,94047,Ajuste no visual de criação de template de Email,93829,FRONT-28,3. Ajustes pós validação,Concluído,,20/fev/26 3:15 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,Sprint 35,Sprint 36,,,,,,
Subtarefa,FRONT-48,93855,Bug: Lista com status “Parcialmente Processada” indevidamente,93829,FRONT-28,3. Ajustes pós validação,Concluído,,20/fev/26 3:16 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 34,Sprint 35,Sprint 36,,,,,,
Subtarefa,POS-3548,94808,Ativar B2Seller e TOKEN,94599,POS-3535,3. Esporte Legal | Wake U | Processamento de dados,Concluído,,20/fev/26 4:02 PM,Ricardo Barretto,5bc4ae2d49bd18289a64f694,Sprint 34,Sprint 35,,,,,,,
Solicitação de serviço,POS-3394,91837,Re: Liberação de acesso ao Web Push e BTG | Gran Coffee - 43969,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,20/fev/26 4:44 PM,Ricardo Barretto,5bc4ae2d49bd18289a64f694,Sprint 33,Sprint 34,,,,,,,
Problema,POS-3462,93159,Integração Club Opus ,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,23/fev/26 10:04 AM,Sávio,5bbfb807412ef82f09606a29,Sprint 34,,,,,,,,
Tarefa,POS-3511,94259,[SMB] 1448511 - GTCell.Net Exclusão de listas,93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,,23/fev/26 10:18 AM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 34,,,,,,,,
Tarefa,POS-3512,94292,[Delivery Direto] Spazio Gurmer vinculação manual,93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,,23/fev/26 10:22 AM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,,,,,,,,
Tarefa,POS-3530,94454,[Delivery direto] Emporio Tinks - vinculação manual,93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,,23/fev/26 10:23 AM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,,,,,,,,
Problema,POS-3554,94854,Disponibilização de subida de lista para SMS | Gran Coffee B2B - 43969,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,23/fev/26 11:13 AM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 34,,,,,,,,
Problema,POS-3542,94639,[King] Conflito com o limite da lista de contatos e o plano.,93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,,23/fev/26 1:56 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 34,,,,,,,,
Problema,POS-3555,94892,"[ SMB] Kinghost | Lista de Contatos Correta Sendo Aceita, Porém os E-mails Não Chegam Corretamente",93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,,23/fev/26 2:04 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 34,,,,,,,,
Subtarefa,FRONT-71,94339,Front: Ajustes de UI - Visualizar campanhas automáticas,93829,FRONT-28,3. Ajustes pós validação,Concluído,,23/fev/26 3:20 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,Sprint 35,Sprint 36,,,,,,
Subtarefa,FRONT-69,94334,Ajustar Outline dos botões de exclusão (Gestão de Lista),93829,FRONT-28,3. Ajustes pós validação,Concluído,,23/fev/26 3:25 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,Sprint 35,Sprint 36,,,,,,
Subtarefa,FRONT-68,94332,Front: campanhas automáticas - erro no nome do template,93829,FRONT-28,3. Ajustes pós validação,Concluído,,23/fev/26 3:29 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,Sprint 35,Sprint 36,,,,,,
Subtarefa,FRONT-67,94330,Front: campnha automática: ajustar visualização do link com utm,93829,FRONT-28,3. Ajustes pós validação,Concluído,,23/fev/26 3:33 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,Sprint 35,Sprint 36,,,,,,
Subtarefa,FRONT-66,94328,Front: Campanha automática - Nome da UTM,93829,FRONT-28,3. Ajustes pós validação,Concluído,,23/fev/26 3:39 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,Sprint 35,Sprint 36,,,,,,
Problema,POS-3526,94352,Distac ID 50425 | Conteúdo Bloqueado - Web Push,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,23/fev/26 3:40 PM,Juliana Diniz,5bc4b12849bd18289a64f6a1,Sprint 34,,,,,,,,
Subtarefa,FRONT-65,94326,Front: campanha automática - cor do input,93829,FRONT-28,3. Ajustes pós validação,Concluído,,23/fev/26 3:43 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,Sprint 35,Sprint 36,,,,,,
Subtarefa,FRONT-53,93865,Geração incorreta de UTMs (espaço),93829,FRONT-28,3. Ajustes pós validação,Concluído,,23/fev/26 4:00 PM,Bruno Cruz Silva,712020:42adaa16-4a23-47db-bae7-528b19b7f35a,Sprint 34,Sprint 35,Sprint 36,,,,,,
Tarefa,POS-3465,93258,[SMB - Bagy] 41943 Colorir - Whatsapp Marketing,93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,,23/fev/26 5:21 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 34,,,,,,,,
Subtarefa,FRONT-89,94554,[BACK] Remover obrigatoriedade de Customer ID,88047,FRONT-7,9.[Nice] FRONT - APENAS TELAS: On Site na nova plataforma,Concluído,,23/fev/26 5:32 PM,Pedro Dib,5bc4ae2aa1a6a72f4761a152,Sprint 32,Sprint 33,Sprint 34,Sprint 35,Sprint 36,Sprint 37,Sprint 38,,
Subtarefa,FRONT-90,94556,[BACK] Ajuste no payload da criação de campanhas,88047,FRONT-7,9.[Nice] FRONT - APENAS TELAS: On Site na nova plataforma,Concluído,,23/fev/26 5:32 PM,Pedro Dib,5bc4ae2aa1a6a72f4761a152,Sprint 32,Sprint 33,Sprint 34,Sprint 35,Sprint 36,Sprint 37,Sprint 38,,
Subtarefa,POS-3415,92252,Implementar métrica de envios de teste realizados,92072,POS-3398,SMB - Mundoware - Teste não está sendo disparado - Tray,Concluído,,23/fev/26 5:42 PM,,,Sprint 33,Sprint 34,,,,,,,
Subtarefa,POS-3416,92254,Avaliar alteração dos disparos de testes para uso de novos VMTBs,92072,POS-3398,SMB - Mundoware - Teste não está sendo disparado - Tray,Concluído,,23/fev/26 5:42 PM,,,Sprint 33,Sprint 34,,,,,,,
Subtarefa,POS-3417,92256,Adicionar mensagem descritiva no front-end sobre possíveis falhas no disparo de testes,92072,POS-3398,SMB - Mundoware - Teste não está sendo disparado - Tray,Concluído,,23/fev/26 5:42 PM,,,Sprint 33,Sprint 34,,,,,,,
Bug,POS-3373,91377,Lista  nao está refletindo na visão do cliente,102397,POS-3967,2.0 Listas,Concluído,,23/fev/26 5:47 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 33,Sprint 34,Sprint 35,,,,,,
Tarefa,POS-3397,92039,Discovery para trazer BTG para nova estrutura,97007,POS-3696,2.0 BTG ,Concluído,,23/fev/26 5:49 PM,Ricardo Barretto,5bc4ae2d49bd18289a64f694,Sprint 34,Sprint 35,,,,,,,
Tarefa,POS-3543,94672,[Smb] 1083165 - Fabrispuma Nome pendente de revisão - WhatsApp API,93126,POS-3461,Sys-Ops SMB | Cards Operacionais,Concluído,,23/fev/26 6:05 PM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 34,Sprint 35,,,,,,,
Problema,POS-3474,93526,Uhuu Relacionamento 50705 - Agendamento ,73272,POS-221,Sys-Ops | Cards Operacionais,Concluído,,23/fev/26 6:07 PM,Renato Novaes,60a4007747ba02006f2460fd,Sprint 34,Sprint 35,,,,,,,
Subtarefa,FRONT-36,95102,CLONE - [BACK] Remover obrigatoriedade de Customer ID,95101,FRONT-5,8.[Nice] FRONT - INTEGRAÇÃO: On Site na nova plataforma,Concluído,,23/fev/26 6:32 PM,Pedro Dib,5bc4ae2aa1a6a72f4761a152,Sprint 32,Sprint 33,Sprint 34,Sprint 35,Sprint 36,Sprint 37,Sprint 38,,
Subtarefa,FRONT-44,93847,Bug: Remoção de contato não atualiza dados da lista corretamente,93829,FRONT-28,3. Ajustes pós validação,Concluído,,24/fev/26 9:45 AM,Gustavo Bium Donadon,712020:783b53ab-197a-4286-9246-158f752f3aa2,Sprint 34,Sprint 35,Sprint 36,,,,,,
